Input,Prediction,Target
goalkalai,கோல்களை,கோல்களை
thengaip,தெங்கைப்,தேங்காய்ப்
endrale,என்றல்,என்றாலே
villaikal,விள்ளளகள்,வில்லைகள்
aalayankalai,ஆலயங்களை,ஆலயங்களை
emilii,எமிலில்,எமிலி
kadaththappattirukku,கடத்பட்பட்டுடுுுு்,கடத்தப்பட்டிருக்கு
unaru,உனரு,உணரு
vilas,விலா்,விலாஸ்
kidaikkaatu,கிடைக்குடு,கிடைக்காது
pulavargalai,புலவரர்கள,புலவர்களை
seiyyappattanar,செய்யப்பட்ட்்்்,செய்யப்பட்டனர்
religare,ரெளிரர்,ரெலிகரே
ahmadabad,அப்தப்பட,அஹமதாபாத்
padaitthathu,படைத்தது,படைத்தது
adhigabatcham,அதிகப்படும்,அதிகபட்சம்
cotton,கோட்டின்,காட்டன்
seiyyappaduvadhum,செய்யப்படுததுுுு,செய்யப்படுவதும்
madhya,மத்ய,மத்ய
cooper,கோப்ப்,காப்பர்
muslim,முஸ்லில்,முசுலீம்
kallurikalum,கள்ளுறுகளகம்,கல்லூரிகளும்
kulirchchi,குளிர்சிச்,குளிர்ச்சி
siththandha,சித்தத்த,சைவ
matakkukireergal,மடக்குக்க்ற்ற்ற்,மடக்குகிறீர்கள்
ethirpaarppugal,எதிர்ப்ப்ப்்கக்,எதிர்பார்ப்புகள்
pinnuuttam,பின்னுட்டுட்,பின்னூட்டம்
calvin,கால்வின்,கெல்வின்
ilatchiyaththirkum,இலச்சியத்துததுுு,இலட்சத்திற்கும்
merta,மெர்ட்,மெர்டா
kodaikanal,கொடைகல்,கொடைகானல்
mugaitheen,முகைத்ன்,முகைதீன்
qarlos,கார்லோஸ்,கார்லோஸ்
pirithaar,பிரித்த்,பிரித்தார்
waterloo,வாட்ள்ட்,வாட்டர்லூ
naagareeganggalil,நாகரங்களிளளல்,நாகரீகங்களில்
kettaalum,கெட்டிலும்,கேட்டாலும்
arivikkappattulla,அறிவிக்்பபடடடடட்்்,அறிவிக்கப்பட்டுள்ள
carbogen,கார்பிக்ன்,கார்போஜென்
tarunankalil,தருணங்களில்,தருணங்களில்
kuuttangalai,குட்டங்களை,கூட்டங்களை
sanggaththai,சங்கத்தை,சங்கத்தை
thanthiranggal,தந்திரக்கள்,தந்திரங்கள்
avathaarangkal,அவதார்களக்,அவதாரங்கள்
ganangal,கணங்கள்,கணங்கள்
kitantha,கிடந்த,கிடந்த
jindal,ஜின்டல்,ஜிந்தால்
chaethamadainththana,சேதததத்தனன்,சேதமடைந்தன
puunaa,புனான___________________,பூனா
nanbargalukkum,நன்பர்களககுகும்,நண்பர்களுக்கும்
alipur,அலிபிர்,அலிபுர்
mudivirku,முடிவிறுக்,முடிவிற்கு
marakkattaigal,மறக்கட்கள்ள்,மரக்கட்டைகள்
jha,ஜாஜ்,ஜா
thamilagatthukku,தமில்ககுகுகுு,தமிழகத்துக்கு
mahayanaa,மகாயா,மகாயான
makalaith,மகைைத்,மகளைத்
vilaiyaadavillai,விலையாடலிலலல்,விளையாடவில்லை
bombay,போம்பா,பாம்பே
vazhikaattum,வழிக்குடும்,வழிகாட்டும்
koovaiyin,கூவையின்,கோவையின்
koolin,கோலின்,கோளின்
thirangalaiyum,திரங்களையும்,திறன்களையும்
kavalturaip,கவல்றிட்ப்,காவல்துறைப்
denver,டென்வரர,டென்வர்
cauimbetore,கேம்ராப்போட்,கோவை
bajpai,பா்பைை,பாஜ்பாய்
kidaikkaathu,கிடைக்குது,கிடைக்காது
betless,பெட்லெஸஸ்,பீட்டில்ஸ்
thalaivargalukku,தலைவர்க்குகு்,தலைவர்களுக்கு
kattanaththil,கட்டந்ததில்,கட்டணத்தில்
sendrulla,சென்றுள்ள,சென்றுள்ள
thenik,தெனிக்,தெனிக்
edhirppukkalinaalum,எதிர்ப்ப்க்க்க்களள்,எதிர்ப்புக்களினாலும்
kophee,கோப்ப,கோபி
surabhi,சுரபி,சுரபி
sivaperumaanae,சிவாிரரனனனன,சிவபெருமானே
jurdan,ஜுட்்ன்,ஜோர்டான்
nadigaiyum,நடிகையும்,நடிகையும்
kanchipuram,கண்சிருமும்,காஞ்சிபுரம்
reedar,ரீரர்,ரேடார்
porulaakavum,பொருளாகுும்,பொருளாகவும்
pugaiyiradha,புகியாரத்,புகையிரத
thulaiththu,துளைத்து,துளைத்து
awasthi,அவத்தி,அவஸ்தி
alavukalai,அலவுகளை,அளவுகளை
thandavaala,தண்டவால்,தண்டவாள
palavaaraaga,பலராாகக,பலவாறாக
ciruvanin,கிருவனனனன,சிறுவனின்
africaavukku,அப்ருக்குககககக,ஆப்பிரிக்காவுக்கு
reese,ரீசா,ரீஸ்
pettruththandhadhu,பெற்றுத்தததது்,பெற்றுத்தந்தது
pulavar,புலவரர,புலவர்
konark,கோனர்க்,கொனார்க்
engkoa,எங்கோ,எங்கோ
person,பெர்ஸோஸ்,பர்சன்
adikalayum,அடிகலும்,அடிகளையும்
gingee,கிங்க,செஞ்சி
padangkalin,படங்களின்,படங்களின்
kidaikkak,கிடைக்கக்,கிடைக்கக்
thiruthathach,திருதத்்,திருத்தச்
kaardu,கார்டு,சிம்
irakkappadugiraargal,இறக்கப்பட்்்்்்்கக்,இறக்கப்படுகிறார்கள்
pajakavukku,பவவகுக்குு,பாஜகவுக்கு
siiv,சிம்,சிவ
clara,கிரர்,க்ளாரா
kar,கரோ்்,கர்
land,லாந்ட,லேண்ட்
kanavanadhu,கவவனது,கணவனது
kalandhuvittrundhaan,கலந்திவிறுவுர்ர்்,கலந்துவிட்டிருந்தான்
bajindhar,பாினிதத்,பஜிந்தர்
padmanaaban,பட்மனனனன்,பத்மநாபன்
shahvai,வவைவை,ஷாவை
sollapappattadhu,சொல்லப்பட்டது்,சொல்லப்பட்டது
kuraindavai,குறைந்டுவ,குறைந்தவை
eppavum,எப்பவும்,எப்பவும்
jalaun,ஜனனன்,ஜலாயுன்
tharunathai,தருதனை,தருணத்தை
vaakkuvaadham,வாக்குவததத்,வாக்குவாதம்
baanaththil,பாணத்தில்,பானத்தில்
aanchchanaeyar,ஆன்சச்ச்ச்,ஆஞ்சநேயர்
murukkugiradhu,முறுக்குறுதுு,முறுக்குகிறது
kambaramayanaththil,கம்பமரத்திததா்,கம்பராமாயணத்தில்
seithavarukku,செய்தவருகககு,செய்தவருக்கு
flint,பிளின்ட்,ஃபிளிண்ட்
goli,கோளி,கோலி
poochchugal,பூச்சுகள்,பூச்சுகள்
poanra,போன்ற,போன்ற
binvaangkinaar,பின்வான்க்க்ன்,பின்வாங்கினார்
kutch,குட்ச,கட்ச்
mushlimmaggalukku,முத்லில்களககுகுகு்,முஸ்லிம்மக்களுக்கு
livermore,லிரீவரரரர்,லிவர்மோர்
vetpaalargalai,வெட்பாபள்ளளள,வேட்பாளர்களை
shoottik,சூட்டிக்,சூட்டிக்
vendum,வெண்டும்,கிடைக்க
ioore,இரரோ,யூரி
rosario,ரோசரரர்,ரொசாரியோ
kuwaa,குவா,குவா
prabu,பிருு,பிரபு
nerkonda,நெர்க்க்ட்,நேர்கொண்ட
unarndhulladhaleye,உணர்ந்துள்லலலலல்,உணர்ந்துள்ளதாலேயே
parththu,பர்த்து,பர்த்து
vaayaal,வாயால்,தன்
guurilla,குரிலலல,கொரில்லா
thiraikkup,திரைக்குப்,திரைக்குப்
apcotex,அப்டோட்ட்்,ஆப்கோடெக்ஸ்
puthaiththu,புதைத்து,புதைத்து
pankutharar,பங்தரரத்்,பங்குதாரர்
varukindrana,வருகின்ன்ன,உலா
vaazhvum,வாழ்மும்,வாழ்வும்
plaant,பினான்ட்,பிளாண்ட்
whittier,விட்டிர்,விட்டியர்
cutler,க்ட்லிர்,கட்லர்
latiin,லாிிி்,லத்தீன்
verumanea,வெருமனனன,வெறுமனே
magalaith,மகலைத்,மகளைத்
patimatthin,பதிதத்த்ன்,படிமத்தின்
thoolvikku,தூல்விக்கு,தோல்விக்கு
thoalvikkup,தோல்விக்குக்,தோல்விக்குப்
andhra,அந்தர,ஆந்த்ரா
berg,பெர்க்,பெர்க்
theriyaadhaa,தெரியாத்,தெரியாதா
kandukkapattulathu,கண்டுக்்படடடடுுு்,கண்டுக்கப்பட்டுள்ளது
kothikum,கொதிதும்,கொதிக்கும்
solanki,சொலன்கி,சோலாங்கி
thamizhagatthilum,தமிழக்துதுும்,தமிழகத்திலும்
schultz,ஸ்க்லிட்ட்,ஷுல்ஸ்
tewari,திவரிர,திவாரி
nagarungga,நகரஙங்க,நகருங்க
nirupar,நிரபரப்,நிருபர்
needhimandril,நீதிமன்ர்ல்,நீதிமன்றில்
elimaiyaakak,எளிமையாகக,எளிமையாகக்
veezhchchikkum,வீழ்ச்குகுகும்,வீழ்ச்சிக்கும்
berlin,பெர்லின்,பெர்லின்
sonnarkal,சொன்னர்கள்,சொன்னார்கள்
asoqa,அசோக,அசோகா
veelchchikkum,வீள்ச்சிகுகும்,வீழ்ச்சிக்கும்
sollappadugiraargal,சொல்லர்ப்பட்்்்்க்்,சொல்லப்படுகிறார்கள்
marainr,மறைந்,மரைனர்
aayirakkanakkil,ஆயிரங்கககககக்்,ஆயிரக்கணக்கில்
mendez,மென்டி,மென்டெஸ்
azhagil,அழகிலி,அழகில்
kalakattangalil,கலகட்டக்களளள்,காலகட்டங்களில்
music,முசிச்,மியூசிக்
vendiyathuthaan,வெண்டியத்ததத்,வேண்டியதுதான்
pilae,பிலை,பிலே
ullooratchi,உள்லோட்்்்,உள்ளூராட்சி
maanavargal,மானார்கள்,மாணவா்கள்
spartanburg,ஸ்கர்்்்்்்்்்,ஸ்பார்டன்பர்க்
saalukkiyargal,சாலுக்கிகள்க்,சாளுக்கியர்கள்
thalatthudan,தலத்துடன,தளத்துடன்
ilamvayidhilaeyae,இலம்வையிிிிி,இளம்வயதிலேயே
samsaram,சம்சரமம்,சம்சாரம்
vazhakkuppathivu,வழக்குப்பவுுு,வழக்குப்பதிவு
valaikudaavil,வலைக்டிவில்,வளைகுடாவில்
muyanrapoathu,முயன்படுது,முயன்றபோது
seluththiyullathaagavum,செலுத்துவிகளகளளளும்,செலுத்தியுள்ளதாகவும்
kampenikal,கம்பியிக்்,கம்பெனிகள்
netrip,நெற்பிப்,நெற்றிப்
tholainookki,தொலைய்க்க்,தொலைநோக்கி
magaathaeve,மகாதவேே,மகாதேவி
preem,பிரிம்,பிரேம்
vaakuvaatham,வாகுவாதாம்,வாக்குவாதம்
seyalaiyay,செயயையை,செயலியை
kaneepaa,கணாப்,கனீபா
pangillaiya,பங்கியிலைய்,பங்கில்லையா
gurila,குரில்,கொரில்லா
pidiththavargalaagavoo,பிடித்தவர்களககக்,பிடித்தவர்களாகவோ
saranadainthathu,சரநநததததது,சரணடைந்தது
praveen,பிரவேன்,பிரவீன்
frazier,பிரரிர்,ஃப்ரேசியர்
karugi,கருகி,கருகி
poonaiyin,பூனையின்,பூனையின்
vidaadheergal,விடாதரரகளக்,விடாதீர்கள்
yerpadave,யேர்பட்,ஏற்படவே
rohtak,ரோட்கக்,ரோடக்
mannikkavum,மண்ணிக்கவும்,மன்னிக்கவும்
buena,புனன்,ப்யூனா
jenn,ஜென்ன்,ஜென்
veruththaar,வெருத்துர்,வெறுத்தார்
himachalap,ஹிமம்்்்்,இமாச்சலப்
mahbubnagar,மபுப்பானன்,மஹ்புப்நகர்
kavarndha,கவர்ந்த,கவர்ந்த
palakkad,பலக்கட்,பாலக்காடு
gillette,கில்லிட்ட்,கில்லட்
committiyil,கோம்மியிடிடல்,கமிட்டியில்
koppaiyil,கொப்பியில்,கோப்பையில்
paguppaayvu,பகுப்பாவாவ,பகுப்பாய்வு
noidaa,நோய்டா,நொய்டா
racklaa,ரா்கள்ல,ரேக்ளா
vichaariththa,விச்சாரித்,விசாரித்த
kampattin,கம்பட்ட்ன்,கம்பத்தின்
tholilin,தொலிலின்,தொழிலின்
thamizharingyar,தமிழரிக்கக்,தமிழறிஞர்
oyal,ஒயல்,ஆயில்
vishwakarma,விச்வாுமம்,விஸ்வகர்மா
qiiran,கிரன்ன,கிரண்
sastrrii,சா்்ரர்,சாஸ்திரி
ulhasnagar,உழங்கர்்,உல்லாஸ்நகர்
kaettanar,கேட்டர்்,கேட்டனர்
unavugalaich,உணவுகளைச்,உணவுகளைச்
thondriya,தொன்றிய,தோன்றிய
pothumai,பொதுமை,பொதுமை
mohammad,மோமம்பட்,முஹம்மத்
carson,கார்ச்ன்,கர்சன்
yuba,யுப்,யூபா
nuzhinththathu,நுழிந்துு,நுழைந்தது
chozhar,கோழர்,சோழர்
surendarr,சுர்ந்்ற்்,சரணடைய
vlademer,விடரரர்,விளாடிமிர்
lugo,லுகோ,லூகோ
pyjmies,பிம்மின்,பியார்
panesar,பஞசசரச,பனேசர்
morales,மூரலேச்,மோராலெஸ்
mahindhiraa,மகிந்திரா,மஹிந்திரா
anjchu,அஞ்சு,அஞ்சு
kiriththavargalin,கிரித்தவர்கள்்்,கிறித்தவர்களின்
paaluuttikalil,பாலுட்டிகளளள்,பாலூட்டிகளில்
jaadhaav,ஜாதாவா,ஜாதாவ்
sadhaveedhamaaka,சதவீததா,சதவீதமாக
thodumpothu,தொடும்புடு,தொடும்போது
leandro,லீய்றோ,லியான்ட்ரோ
pukalpetrtraar,புகல்றிர்ர்ற்்,புகழ்பெற்றார்
kiiran,கிரன்ன,கிரண்
porunkadalil,பொருங்களில்,பொருங்கடலில்
upadhyay,உபய்ய,உபாத்யாய்
sasidharan,சசிதானன,சசிதரன்
siraikku,சிறைக்கு,சிறைக்கு
valangappadaamal,வலங்கப்பட்ட்,வழங்கப்படாமல்
sollikkinen,சொல்லிக்கின்ன்,சொல்லிக்கினேன்
pinpuramaaga,பின்பாராாக,பின்புறமாக
nigazhvaip,நிகழ்வின்,நிகழ்வைப்
theerkkatharisi,தீர்க்்திரிி,தீர்க்கதரிசி
oodakaththil,ஓடகத்தில்,ஊடகத்தில்
kayitrtrin,கயிற்றின்,கயிற்றின்
onrukkaakavum,ஒன்றுக்காககு,ஒன்றுக்காகவும்
yenid,யெடிட்,எனிட்
thokuppil,தொகுப்பில்,தொகுப்பில்
rehmaan,ராம்மான்,ரஹ்மான்
kadanthadhu,கடந்தது,கடந்தது
kalluri,கல்ளுற்,கல்லூரி
caent,சேந்த்,சென்ட்
suyanalaththukkaagavo,சுயனவத்ததககககககக்,சுயநலத்துக்காகவோ
uruthiyaana,உருதியான,உறுதியான
indiavai,இண்டிவை,இந்தியாவை
nakarththuvathaiyum,நகர்த்துவதியயம்,நகர்த்துவதையும்
vinchi,வின்சி,விஞ்சி
thadayanggal,தடயங்கள்,தடயங்கள்
godfrey,கொற்றிி,காட்ஃப்ரே
jaapaan,ஜானான,ஜப்பான்
kofi,கோபிப்,கோபி
nuzhinththapoathu,நுழிந்துதது,நுழைந்தபோது
richardson,ரிச்சர்்்்்,ரிச்சர்ட்சன்
yavarukkum,யாருக்கும்,எவருக்கும்
saasanangal,சாசனங்கள்,சாசனங்கள்
sirohi,சிருனி,சிரோஹி
keezhiranki,கீழிர்்க்,கீழிறங்கி
symms,சிம்ம்்்,சிம்ஸ்
alexander,அல்கள்்்ன்,அலெக்சாண்டர்
thunichchal,துனிச்சல்,துணிச்சல்
sanggaththil,சங்கத்தில்,சங்கத்தில்
paekki,பேக்கி,பெக்கி
kalviyodu,கல்விடுடு,கல்வியோடு
kaasivisuvanathasuvamy,காசிசுவுவதுவதததுுு,காசிவிசுவநாதசுவாமி
pirajvaran,பிரஜ்னரனன்,பிரஜ்வரன்
kaalakattangalil,காலகட்்களிளளல்,காலகட்டங்களில்
kidaikkakkoodiya,கிடைக்கக்கிட்ட,கிடைக்கக்கூடிய
nathikalum,நதிகளும்,நதிகளும்
roaver,ரோவேர்,ரோவர்
achchaththil,அச்சத்தில்,அச்சத்தில்
thanakkaga,தனக்க,தனக்காக
kalaai,கலையா,கலாய்
magizhndhiruppargal,மகிழ்ந்திர்ப்ப்க்்்,மகிழ்ந்திருப்பார்கள்
torres,டோர்ஸ்,டார்ரெஸ்
pirandhadhaal,பிரந்ததலல,பிறந்ததால்
state,ஸ்டட்ட,ஸ்டேட்
nadhiyil,நதிலில்,நதியில்
pathakakkam,பதகக்கம்,பதகக்கம்
athupatrri,அதுபரிர்,அதுபற்றி
nadiththathu,நடித்தது,நடித்தது
thankiya,தங்கிய,தங்கிய
visaarithar,விசாராரார,விசாரித்தார்
pandavargal,பண்டவரரகள்,பாண்டவர்கள்
dindigul,டிட்டுக்க்,திண்டுக்கல்
kitaikkaathu,கிடைக்குது,கிடைக்காது
ramachchandiran,ராமச்ச்்்னன்்,ராமச்சந்திரன்
paaluuttigal,பாலுட்டிகள்,பாலூட்டிகள்
mudindthathum,முடிந்துுததம,முடிந்ததும்
preemm,பிரிமமம்,பிரேம்
vidappattulladhu,விடப்படுக்ுுுு்்,விடப்பட்டுள்ளது
syracuse,சிரச்ச்ச்,சைராகுஸ்
aaloachanaikalaiyum,ஆலோசுமம்கககும்,ஆலோசனைகளையும்
ginniyaa,கின்னியா,கிண்ணியா
kaaranamaagave,காரணாகவாக,காரணமாகவே
aatrtru,ஆற்று,ஆற்று
sampirathaya,சம்பிரதத,சம்பிரதாய
selvadharkaaga,செல்வரதகககக,செல்வதற்காக
kuuttattin,க்டடடட்டனன,கூட்டத்தின்
manassas,மனச்சச்,மனஸாஸ்
thamizhakatthu,தமிழக்கது,தமிழகத்து
dawid,டாட்ட,டேவிட்
kuurappatirukkum,குறப்படுக்குகுுு,கூறப்பட்டிருக்கும்
thuravi,துரவி,துறவி
aththiyaayam,அத்தியாமம்,அத்தியாயம்
muththa,முத்த,முத்த
fincorp,பின்போர்ப்,ஃபின்கார்ப்
sarakkugal,சரக்குகள்,சரக்குகள்
maeniyai,மேனியை,மேனியை
nerukkadigal,நெருக்கள்கள்,நெருக்கடிகள்
hardoi,ஹரட்டி,ஹர்டோய்
enka,எங்க,என்க
meengalin,மீங்களின்,மீன்களின்
kettadharku,கேட்டருககக,கேட்டதற்கு
thethiyum,தெதியும்,தேதியும்
seetuu,சீடுக்,சிட்டு
theerppaal,தீர்ப்பால்,தீர்ப்பால்
thaniththanik,தனித்தத்க்,தனித்தனிக்
irukkavillai,இருக்கவிலில்,இருக்கவில்லை
sind,சிந்த்,சிந்த்
secret,செஸ்கோட்,சீக்ரெட்
saanji,சான்சி,சாஞ்சி
amerikaa,அமிரிக்,அமெரிக்கா
arrakka,அர்கக்க,அரக்க
theriviththullathaagavum,தெரிவுதுள்களளுுுும்,தெரிவித்துள்ளதாகவும்
azhakil,அழகிலி,அழகில்
dheergadarisi,தீர்கர்சிய்,தீர்க்கதரிசி
kaelvin,கேல்வின்,கெல்வின்
pirkaalaththu,பிர்கா்தததத,பிற்காலத்து
bharadwaj,பாரத்தா,பரத்வாஜ்
pasadena,பாடான,பசதேனா
pooki,பூகிக்,போகி
chaallukiyar,சால்லிக்கில்,சாளுக்கியர்
aarvaththai,ஆர்வதததை,ஆர்வத்தை
sellers,செல்லெர்்,செல்லர்ஸ்
pirathaesam,பிரதசச்,மத்தியப்
securities,செக்சிடிடிட்,செக்யூரிட்டீஸ்
kooppaikkaana,கோப்பாக்க்ன்,கோப்பைக்கான
pirabhuvin,பிருவிின்,பிரபுவின்
erkanavae,எர்கனவவ,ஏற்கனவே
kaetkappaduvathai,கேட்பட்படவவதத,கேட்கப்படுவதை
peyaro,பெயர்ப,பெயரோ
varghese,வர்ச்ச்,வர்கீஸ்
avanka,அவங்க,அவங்க
kudayyin,குடனினின்,குடையின்
kasera,காேரர,கசேரா
konduuraiyatrum,கொண்டியுறுறும்,கொண்டுஉரையாற்றும்
mantham,மந்தம்,மந்தம்
chiraippadikkiren,சிறைப்பிட்க்க்்்்,சிறைப்படிக்கிறேன்
podaathaiyum,பொடைதியும்,போடாதையும்
kulangkalai,குலங்களை,குளங்களை
missouri,மிச்சிர்,மிஸோரி
thiraikku,திரைக்கு,திரைக்கு
ekapoaka,எகப்க,ஏகபோக
panigal,பணிகள்,பணிகள்
seyalaichcheiyaamal,செயலாசியியுலலல்,செயலைச்செய்யாமல்
kadhigalukku,கதிகளுகுகு,கைதிகளுக்கு
maethyoo,மேத்யோ,மேத்யூ
garden,கா்்டன்,கார்டன்
rungta,ருங்க,ருங்டா
azhaippu,அழைப்பு,அழைப்பு
mudindhullathu,முடிந்துளுது்,முடிந்துள்ளது
technoplast,டெச்சோன்்்்்்,டெக்னோப்ளாஸ்ட்
paavangkal,பாவங்கள்,பாவங்கள்
aalayamum,ஆலமமும்,ஆலயமும்
vazhakkup,வழக்குப்,வழக்குப்
harrij,ஹரர்ரி,ஹாரிஸ்
nokki,நோக்கி,நோக்கி
kootpaadu,கூட்பாடு,கோட்பாடு
kopaiyil,கொப்பில்,கோப்பையில்
mukkthi,முக்கித்,முக்தி
dei,டெய்,டேய்
padaippakka,படைப்பககக,படைப்பாக்க
pradesh,பிரசசச்,ப்ரதேஷ்
muthaliyavargal,முதலில்கள்்்,முதலியவர்கள்
athikaaravarkkaththinaal,அதிகாரத்த்்்்கக்ன்்,அதிகாரவர்க்கத்தினால்
kavalthuraip,கவல்துவிக்,காவல்துறைப்
kaalame,காலமே,காலமே
moorththi,மூர்த்த்,மூர்த்தி
kanara,கரர்,கனரா
maalaiyai,மாலையை,மாலையை
mikka,மிக்க,திறன்
viyanththa,வியந்தத,வியந்த
palarukkum,பலருக்கும்,பலருக்கும்
kidanku,கிடங்கு,கிடங்கு
controls,கோன்ரர்்்,கன்ட்ரோல்ஸ்
unavukalaich,உணவுகளைச்,உணவுகளைச்
couult,கோய்்்,கோல்ட்
munnanikku,முன்னனககுகு,முன்னணிக்கு
uuzhiyargalum,ஊயியரகக்கம்,ஊழியர்களும்
kurainthavai,குறைந்தவவ,குறைந்தவை
aatharvaagach,ஆதர்க்்வ்,ஆதரவாகச்
mangla,மங்கல,மங்லா
tamizhakatthaich,தமிழ்்த்தைை,தமிழகத்தைச்
kelvik,கெள்விக்,கேள்விஃ
moondrilirunththu,மூன்றிநுறுதுது,மூன்றிலிருந்து
pukalpettravai,புகல்பிவவர்வ,புகழ்பெற்றவை
paechupavarkal,பேச்புரர்கள்,பேசுபவர்கள்
koduththiruppargal,கொடுத்துர்ப்ப்ர்க்,கொடுத்திருப்பார்கள்
irukkindrom,இருக்கின்ன்ன்,இருக்கின்றோம்
kerr,கேர்ர்,கெர்
lakhmani,லக்மனின,லக்மனி
koolp,கோல்ப்,கோல்ப்
vishayaththilum,விசதததததுுு,விஷயத்திலும்
vazhinadaththum,வழிநத்தும்,வழிநடத்தும்
negi,நெகிக்,நெகி
inthanilaiyil,இந்தலிலிலில்,இந்தநிலையில்
sangaththil,சங்கத்தில்,சங்கத்தில்
vazhipaduvadhu,வழிபடுவது,வழிபடுவது
kaalaandil,காலாந்டில்,காலாண்டில்
mattravarkal,மற்றவர்கள்,மற்றவர்கள்
tharunankkalil,தருணங்களில்்,தருணங்களில்
vaazhvilirukkum,வாழ்விழுகுகுகுகு,வாழ்விலிருக்கும்
sindhanaiyaalargalathu,சிந்தலைக்கககககக்,சிந்தனையாளர்களது
magizhthirumeni,மகிழ்திருந்னும்,மகிழ்திருமேணி
pudhuchcheariyai,புசுச்சியாயை,புதுச்சேரியை
ainn,ஐன்ன்,ஆன்
sreerankaththil,ஸ்ரீரர்த்தி்்்்,ஸ்ரீரங்கத்தில்
padaiththaan,படைத்தான்,படைத்தான்
pae,பேன்,பை
seithamaiaal,செய்மலையா,செய்தமையால்
muzhangka,முழங்க,முழங்க
mukamaakavum,முகமாகவும்,முகமாகவும்
reshii,ரெசிய,ரிஷி
thokaiyai,தொகையை,தொகையை
vaakanamaaka,வாகாாாா,வாகனமாக
kondirukku,கொண்டிகுகுக்,கொண்டிருக்கு
jay,ஜெய்,ஜெ
randhawa,ரந்தவா,ரன்தவா
maiyamaagak,மையாகககக,மையமாகக்
kollathavar,கொல்வத்த்,கொள்ளாதவர்
kambalattu,கம்பட்டடட,கம்பளத்து
lozano,லோலா்,லொசானோ
pagirappatduvidum,பகிரப்படுடடுடுுு்,பகிரப்பட்டுவிடும்
maattikkondaarkalaa,மாட்டிக்க்க்க்க்ன்்,மாட்டிக்கொண்டார்களா
illaathavargal,இல்வாரத்கள்,இல்லாதவர்கள்
thamilakatthaich,தமில்கட்த்்,தமிழகத்தைச்
thoalvikku,தோல்விக்கு,தோல்விக்கு
suttukkolgiraal,சுட்டுக்க்க்க்ள்ள்,சுட்டுக்கொள்கிறாள்
nadanthirukkirathu,நடந்திருக்குகு,நடந்திருக்கிறது
wardha,வார்த,வார்தா
kamittiyin,கமிட்டிடின்,கமிட்டியின்
machilipatnam,மசிசின்ப்்்்,மசிலிபட்ணம்
suvaroram,சுவரரர்,சுவரோரம்
ippaathai,இப்பாதை,இப்பாதை
seluththinar,செலுத்துர்,செலுத்தினர்
samaddar,சமத்டர்,சமத்தர்
qwantam,குவந்தும்,குவாண்டம்
oththuzhaikkinranar,ஒத்திழிக்க்க்ன்ன்,ஒத்துழைக்கின்றனர்
naattiyaththil,நாட்டியத்ததத்,நாட்டியத்தில்
nandrikal,நன்றிகள்,நன்றிகள்
chaibasa,சாபபா,சாய்பாசா
taitanium,தைதனியும்,டைட்டானியம்
miami,மிமாம___________________,மியாமி
nuraiyiiral,நுறையில்்,நுரையீரல்
gulmarg,குள்மரரக்,குல்மர்க்
seyarpaadugalil,செயர்பட்களளள்்,செயற்பாடுகளில்
srinivaasan,ஸ்ரினினவனனன,ஸ்ரீநிவாசன்
colorado,கோலோடடட,கொலராடோ
tira,திரா்,திற
avaludan,அவலுடன்,அவளுடன்
aerpaduthal,ஏற்படுத்்,ஏற்படுதல்
kulaiththaalum,குலைத்துளும்,குலைத்தாலும்
vazhangkappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
asoka,அசோக்,அசோகா
aayvukalaiyum,ஆய்வுகவையும்,ஆய்வுகளையும்
bayamum,பயமும்,பயமும்
nadaiperaadha,நடைப்ராத்,நடைபெறாத
jyothy,ஜெய்த்,ஜ்யோதி
yoore,யோரோ,யூரி
irundhaaley,இருந்தில்ல,இருந்தாலே
parigaaram,பரிகாரம்,பரிகாரம்
uooraga,ஊரகக்,ஊரக
misra,மிஸ்ர,மிஸ்ரா
kondirukka,கொண்டிக்குக,கொண்டிருக்க
kalloorigalukku,கள்ளிருக்ககககு,கல்லூரிகளுக்கு
piriththa,பிரித்த,பிரித்த
holt,ஹோல்ட்,ஹோல்ட்
kolukattai,கொலுகட்டை,கொழுக்கட்டை
munthi,முந்தி,முந்தி
pottuvittu,பொட்டிவுடுடு,போட்டுவிட்டு
ariviththirundhadhu,அறிவிதுதுதுதுது,அறிவித்திருந்தது
williams,வில்லிம்்்்,வில்லியம்ஸ்
anumathiyai,அனுதைையை,அனுமதியை
kadarkaraiyin,கடற்கரியின்,கடற்கரையின்
thodarbukalaiyum,தொடர்புகளையும்,தொடர்புகளையும்
kondirundhavaraagavum,கொண்டிருவதுுததுுு்,கொண்டிருந்தவராகவும்
koovai,கோவை,கோவை
wasif,வாசிப்,வாஸிஃப்
parbhani,பர்பனி,பர்பானி
sandhegamillai,சந்திமலில்ல்,சந்தேகமில்லை
sirian,சிரின்,சிரியன்
sey,செய்,சேய்
appaguthikku,அப்பகுக்குுு,அப்பகுதிக்கு
kooriulla,கூரியால்,கூறியுள்ள
boauut,போனோட்__________________,பூட்
naadoodi,நாடோடி,நாடோடி
valakku,வளக்கு,வழக்கு
vizhigal,விலிகள்,விழிகள்
pizhaigalai,பிழைகளை,பிழைகளை
nissann,நிஸ்னன்ன்,நிசான்
jonaavai,ஜோனாவை,ஜோனாவை
yell,யெல்ல,எள்
saerththuch,சேர்த்துட்,சேர்த்துச்
