Input,Prediction,Target
kothikum,சொத்திகும்,கொதிக்கும்
solanki,சோலா்்கி,சோலாங்கி
thamizhagatthilum,வமிழகத்திலும்,தமிழகத்திலும்
schultz,ச்சுு்்்ட்,ஷுல்ஸ்
tewari,மெவாரி,திவாரி
nagarungga,வகருங்க,நகருங்க
nirupar,விறுபர்,நிருபர்
needhimandril,வீதிமன்றில்,நீதிமன்றில்
elimaiyaakak,கலிமையாகக்,எளிமையாகக்
veezhchchikkum,வீழ்ச்சிக்கும்,வீழ்ச்சிக்கும்
berlin,செர்லின்,பெர்லின்
sonnarkal,சொன்னர்கள்,சொன்னார்கள்
asoqa,பசோக்க,அசோகா
veelchchikkum,வீழ்ச்சிக்கும்,வீழ்ச்சிக்கும்
sollappadugiraargal,சொல்லப்படுகிறார்கள்,சொல்லப்படுகிறார்கள்
marainr,மரைன்ர,மரைனர்
aayirakkanakkil,வயிரக்கணக்கில்,ஆயிரக்கணக்கில்
mendez,மெண்டேஸ்,மென்டெஸ்
azhagil,மழகில்,அழகில்
kalakattangalil,கலகட்டங்களில்,காலகட்டங்களில்
music,முசிக்,மியூசிக்
vendiyathuthaan,வெண்டியதுதான்,வேண்டியதுதான்
pilae,பிலே,பிலே
ullooratchi,சள்ளூரட்சி,உள்ளூராட்சி
maanavargal,வானவர்கள்,மாணவா்கள்
spartanburg,ச்பரர்டானபபுர்்க்_______,ஸ்பார்டன்பர்க்
saalukkiyargal,சாலுக்கியர்கள்,சாளுக்கியர்கள்
thalatthudan,வலத்துடன்,தளத்துடன்
ilamvayidhilaeyae,வலம்வயிதிலேயே,இளம்வயதிலேயே
samsaram,சம்சரமம,சம்சாரம்
vazhakkuppathivu,வழக்குப்பதிவு,வழக்குப்பதிவு
valaikudaavil,வலைகுடாவில்,வளைகுடாவில்
muyanrapoathu,வுயன்றபோது,முயன்றபோது
seluththiyullathaagavum,செலுத்தியுள்ளதாகவும்,செலுத்தியுள்ளதாகவும்
kampenikal,சம்பெனிகள்,கம்பெனிகள்
netrip,வெற்றிப்,நெற்றிப்
tholainookki,தொலைநூக்கி,தொலைநோக்கி
magaathaeve,மகாதேவே,மகாதேவி
preem,ஹிரீம்,பிரேம்
vaakuvaatham,வாகுவாதம்,வாக்குவாதம்
seyalaiyay,செயலையயய________________,செயலியை
kaneepaa,சணீபா,கனீபா
pangillaiya,கங்கில்லைய,பங்கில்லையா
gurila,சுரிலா,கொரில்லா
pidiththavargalaagavoo,கிடித்தவர்களாகவோ,பிடித்தவர்களாகவோ
saranadainthathu,சரணடைந்தது,சரணடைந்தது
praveen,பிரவீன்,பிரவீன்
frazier,சிராசிர்,ஃப்ரேசியர்
karugi,சருகி,கருகி
poonaiyin,பூனையின்,பூனையின்
vidaadheergal,விடாதீர்கள்,விடாதீர்கள்
yerpadave,சர்படவே,ஏற்படவே
rohtak,சோஷ்டக்,ரோடக்
mannikkavum,வன்ணிக்கவும்,மன்னிக்கவும்
buena,சூனன,ப்யூனா
jenn,சென்ன்,ஜென்
veruththaar,வெருத்தார்,வெறுத்தார்
himachalap,சிமசசலல்,இமாச்சலப்
mahbubnagar,வா்புப்பகர்,மஹ்புப்நகர்
kavarndha,கவர்ந்த,கவர்ந்த
palakkad,கலக்கட்,பாலக்காடு
gillette,சில்லேட்டே,கில்லட்
committiyil,சம்மிட்டியில்,கமிட்டியில்
koppaiyil,சொப்பையில்,கோப்பையில்
paguppaayvu,பகுப்பாய்வு,பகுப்பாய்வு
noidaa,வோய்டா,நொய்டா
racklaa,சாக்லால,ரேக்ளா
vichaariththa,விச்சாரித்த,விசாரித்த
kampattin,சம்பட்டின்,கம்பத்தின்
tholilin,மொலிலின்,தொழிலின்
thamizharingyar,வமிழரிங்கரய்,தமிழறிஞர்
oyal,சயல்,ஆயில்
vishwakarma,விஷ்வகர்மா,விஸ்வகர்மா
qiiran,சிரின்,கிரண்
sastrrii,சஸ்்்டிரி,சாஸ்திரி
ulhasnagar,சல்சனககர்,உல்லாஸ்நகர்
kaettanar,கேட்டனர்,கேட்டனர்
unavugalaich,கணவுகளைச்,உணவுகளைச்
thondriya,மொன்றிய,தோன்றிய
pothumai,பொதுமை,பொதுமை
mohammad,மோஹமமமாம,முஹம்மத்
carson,சரர்ஷனன,கர்சன்
yuba,சுபா,யூபா
nuzhinththathu,வுழிந்தது,நுழைந்தது
chozhar,சோழர்,சோழர்
surendarr,சுரேண்டர்ரர்____________,சரணடைய
vlademer,மிளாதேே்்,விளாடிமிர்
lugo,சுகோோோ__________________,லூகோ
pyjmies,பிஜ்மிஸ்,பியார்
panesar,பாேசர்,பனேசர்
morales,டோரலல்,மோராலெஸ்
mahindhiraa,வகிந்திரா,மஹிந்திரா
anjchu,வஞ்சு,அஞ்சு
kiriththavargalin,கிரித்தவர்களின்,கிறித்தவர்களின்
paaluuttikalil,பாலுட்டிகளில்,பாலூட்டிகளில்
jaadhaav,சாதாவ்,ஜாதாவ்
sadhaveedhamaaka,சதவீதமாக,சதவீதமாக
thodumpothu,வொடும்பொது,தொடும்போது
leandro,சென்றோரோ,லியான்ட்ரோ
pukalpetrtraar,புகல்பெற்றார்,புகழ்பெற்றார்
kiiran,கிரான்,கிரண்
porunkadalil,பொருங்கடலில்,பொருங்கடலில்
upadhyay,சபத்யயய,உபாத்யாய்
sasidharan,சசிதரரன்்_______________,சசிதரன்
siraikku,சிறைக்கு,சிறைக்கு
valangappadaamal,வலங்கப்படாமல்,வழங்கப்படாமல்
sollikkinen,சொல்லிக்கினேன்,சொல்லிக்கினேன்
pinpuramaaga,பின்புறமாக,பின்புறமாக
nigazhvaip,விகழ்வைப்,நிகழ்வைப்
theerkkatharisi,மீர்க்கதறிசி,தீர்க்கதரிசி
oodakaththil,படகத்தில்,ஊடகத்தில்
kayitrtrin,சயிற்றின்,கயிற்றின்
onrukkaakavum,பன்றுக்காகவும்,ஒன்றுக்காகவும்
yenid,சனனிட்,எனிட்
thokuppil,மொகுப்பில்,தொகுப்பில்
rehmaan,சேஷாம்,ரஹ்மான்
kadanthadhu,சடந்தது,கடந்தது
kalluri,கல்ளுரி,கல்லூரி
caent,சேண்ட்,சென்ட்
suyanalaththukkaagavo,சுயநலத்துக்காகவோ,சுயநலத்துக்காகவோ
uruthiyaana,சருதியான,உறுதியான
indiavai,வண்டியவவை,இந்தியாவை
nakarththuvathaiyum,வகர்த்துவதையும்,நகர்த்துவதையும்
vinchi,மின்சி,விஞ்சி
thadayanggal,வடயங்கள்,தடயங்கள்
godfrey,சோட்பபரர,காட்ஃப்ரே
jaapaan,சாபான்,ஜப்பான்
kofi,சோபபபி,கோபி
nuzhinththapoathu,வுழிந்தபோது,நுழைந்தபோது
richardson,சிச்சர்்்ஸ்்்்்_________,ரிச்சர்ட்சன்
yavarukkum,சவருக்கும்,எவருக்கும்
saasanangal,சாசனங்கள்,சாசனங்கள்
sirohi,சிரோஹி,சிரோஹி
keezhiranki,சீழிரங்கி,கீழிறங்கி
symms,சிம்ம்ஸ்,சிம்ஸ்
alexander,டலலே்கா்்டர்,அலெக்சாண்டர்
thunichchal,வுணிச்சல்,துணிச்சல்
sanggaththil,சங்கத்தில்,சங்கத்தில்
paekki,பேக்கி,பெக்கி
kalviyodu,கல்வியோடு,கல்வியோடு
kaasivisuvanathasuvamy,சாசிவிவுவனதுவும்,காசிவிசுவநாதசுவாமி
pirajvaran,சிரஜ்வரன்,பிரஜ்வரன்
kaalakattangalil,காலகட்டங்களில்,காலகட்டங்களில்
kidaikkakkoodiya,கிடைக்கக்கூடிய,கிடைக்கக்கூடிய
nathikalum,வதிகளும்,நதிகளும்
roaver,சோவர்்,ரோவர்
achchaththil,வச்சத்தில்,அச்சத்தில்
thanakkaga,மனக்கக,தனக்காக
kalaai,சலாய்,கலாய்
magizhndhiruppargal,வகிழ்ந்திருப்பர்கள்,மகிழ்ந்திருப்பார்கள்
torres,டோர்ரேஸ்,டார்ரெஸ்
pirandhadhaal,சிரந்ததால்,பிறந்ததால்
state,க்டாடடட்,ஸ்டேட்
nadhiyil,அதியில்,நதியில்
pathakakkam,கதகக்கம்,பதகக்கம்
athupatrri,மதுபற்றிர,அதுபற்றி
nadiththathu,வடித்தது,நடித்தது
thankiya,மங்கிய,தங்கிய
visaarithar,விசாரிதர்,விசாரித்தார்
pandavargal,கண்டவர்கள்,பாண்டவர்கள்
dindigul,விண்டிகுள்,திண்டுக்கல்
kitaikkaathu,கிடைக்காது,கிடைக்காது
ramachchandiran,சமாச்சந்திரன்,ராமச்சந்திரன்
paaluuttigal,பாலுட்டிகள்,பாலூட்டிகள்
mudindthathum,வுடிந்ததும்,முடிந்ததும்
preemm,ஹிரீம்ம்,பிரேம்
vidappattulladhu,விடப்பட்டுள்ளது,விடப்பட்டுள்ளது
syracuse,சிராகுச்்்______________,சைராகுஸ்
aaloachanaikalaiyum,வலோசனைகளையும்,ஆலோசனைகளையும்
ginniyaa,கின்னியா,கிண்ணியா
kaaranamaagave,சாரணமாகவே,காரணமாகவே
aatrtru,மற்று,ஆற்று
sampirathaya,சம்பிரதய,சம்பிரதாய
selvadharkaaga,செல்வதற்காக,செல்வதற்காக
kuuttattin,குட்டட்டின்,கூட்டத்தின்
manassas,மனனஸஸ்,மனஸாஸ்
thamizhakatthu,வமிழகத்து,தமிழகத்து
dawid,மாவிட்,டேவிட்
kuurappatirukkum,குறப்படிருக்கும்,கூறப்பட்டிருக்கும்
thuravi,முரவி,துறவி
aththiyaayam,வத்தியாயம்,அத்தியாயம்
muththa,வுத்த,முத்த
fincorp,சின்ஜோர்ப்,ஃபின்கார்ப்
sarakkugal,சரக்குகள்,சரக்குகள்
maeniyai,வேனியை,மேனியை
nerukkadigal,வெருக்கடிகள்,நெருக்கடிகள்
hardoi,சரர்டோய்,ஹர்டோய்
enka,கங்கா___________________,என்க
meengalin,மீங்களின்,மீன்களின்
kettadharku,செட்டதற்கு,கேட்டதற்கு
thethiyum,வெதியும்,தேதியும்
seetuu,சீடுது,சிட்டு
theerppaal,வீர்ப்பால்,தீர்ப்பால்
thaniththanik,வனித்தனிக்,தனித்தனிக்
irukkavillai,இருக்கவில்லை,இருக்கவில்லை
sind,சின்ட்,சிந்த்
secret,செக்ரெட்,சீக்ரெட்
saanji,சாஞ்சி,சாஞ்சி
amerikaa,அமேரிகா,அமெரிக்கா
arrakka,அர்ரக்க,அரக்க
theriviththullathaagavum,வெரிவித்துள்ளதாகவும்,தெரிவித்துள்ளதாகவும்
azhakil,மழகில்,அழகில்
dheergadarisi,மீர்கடரிசி,தீர்க்கதரிசி
kaelvin,கேல்வின்,கெல்வின்
pirkaalaththu,பிற்காலத்து,பிற்காலத்து
bharadwaj,சரத்வாவ்,பரத்வாஜ்
pasadena,சசதேனா,பசதேனா
pooki,பூகி,போகி
chaallukiyar,சால்லுகியர்,சாளுக்கியர்
aarvaththai,வர்வத்தை,ஆர்வத்தை
sellers,செல்லி்்ஸ்,செல்லர்ஸ்
pirathaesam,சிரதேசம்,மத்தியப்
securities,செக்சிடிடஸஸ்,செக்யூரிட்டீஸ்
kooppaikkaana,சூப்பைக்கான,கோப்பைக்கான
pirabhuvin,பிரபுவின்,பிரபுவின்
erkanavae,கர்கணவே,ஏற்கனவே
kaetkappaduvathai,கேட்கப்படுவதை,கேட்கப்படுவதை
peyaro,பெயரோோ,பெயரோ
varghese,மார்கேச்,வர்கீஸ்
avanka,அவங்க,அவங்க
kudayyin,குடய்யின்,குடையின்
kasera,சசேரே,கசேரா
konduuraiyatrum,கொண்டுறையற்றும்,கொண்டுஉரையாற்றும்
mantham,வந்தம்,மந்தம்
chiraippadikkiren,சிரைப்படிக்கிறேன்,சிறைப்படிக்கிறேன்
podaathaiyum,சொடாதையும்,போடாதையும்
kulangkalai,குலங்களை,குளங்களை
missouri,மிஸ்யூரி,மிஸோரி
thiraikku,திரைக்கு,திரைக்கு
ekapoaka,சகபோக,ஏகபோக
panigal,கணிகள்,பணிகள்
seyalaichcheiyaamal,செயலைச்செய்யாமல்,செயலைச்செய்யாமல்
kadhigalukku,கதிகளுக்கு,கைதிகளுக்கு
maethyoo,மேத்யூ,மேத்யூ
garden,சரர்டன்,கார்டன்
rungta,குங்ட்ட,ருங்டா
azhaippu,வழைப்பு,அழைப்பு
mudindhullathu,வுடிந்துள்ளது,முடிந்துள்ளது
technoplast,மெக்னோப்லல்்்்்்________,டெக்னோப்ளாஸ்ட்
paavangkal,பாவங்கள்,பாவங்கள்
aalayamum,அலயமும்,ஆலயமும்
vazhakkup,வழக்குப்,வழக்குப்
harrij,சரரரிஜ்,ஹாரிஸ்
nokki,மோக்கி,நோக்கி
kootpaadu,சூட்பாடு,கோட்பாடு
kopaiyil,கொபையில்,கோப்பையில்
mukkthi,முக்கிதி,முக்தி
dei,பெய்,டேய்
padaippakka,கடைப்பக்க,படைப்பாக்க
pradesh,சிராடேஷ்,ப்ரதேஷ்
muthaliyavargal,வுதலியவர்கள்,முதலியவர்கள்
athikaaravarkkaththinaal,வதிகாரவர்க்கத்தினால்,அதிகாரவர்க்கத்தினால்
kavalthuraip,கவல்துறைப்,காவல்துறைப்
kaalame,காலமே,காலமே
moorththi,வூர்த்தி,மூர்த்தி
kanara,சனரா,கனரா
maalaiyai,வாலையை,மாலையை
mikka,மிக்க,திறன்
viyanththa,வியந்த,வியந்த
palarukkum,சலருக்கும்,பலருக்கும்
kidanku,கிடங்கு,கிடங்கு
controls,சான்டரோ்ஸ்,கன்ட்ரோல்ஸ்
unavukalaich,கனவுகளைச்,உணவுகளைச்
couult,சூல்ட்,கோல்ட்
munnanikku,முன்னனிக்கு,முன்னணிக்கு
uuzhiyargalum,கழியர்களும்,ஊழியர்களும்
kurainthavai,குறைந்தவை,குறைந்தவை
aatharvaagach,வதர்வாகச்,ஆதரவாகச்
mangla,வங்க்லா,மங்லா
tamizhakatthaich,வமிழகத்தைச்,தமிழகத்தைச்
kelvik,கெல்விக்,கேள்விஃ
moondrilirunththu,வூன்றிலிருந்து,மூன்றிலிருந்து
pukalpettravai,புகல்பெற்றவை,புகழ்பெற்றவை
paechupavarkal,சேசுபவர்கள்,பேசுபவர்கள்
koduththiruppargal,கொடுத்திருப்பர்கள்,கொடுத்திருப்பார்கள்
irukkindrom,வருக்கின்றொம்,இருக்கின்றோம்
kerr,செர்ர்,கெர்
lakhmani,சக்மனனி,லக்மனி
koolp,சோல்ப்,கோல்ப்
vishayaththilum,விஷயத்திலும்,விஷயத்திலும்
vazhinadaththum,வழினடத்தும்,வழிநடத்தும்
negi,மெகி,நெகி
inthanilaiyil,வந்தனிலையில்,இந்தநிலையில்
sangaththil,சங்கத்தில்,சங்கத்தில்
vazhipaduvadhu,வழிபடுவது,வழிபடுவது
kaalaandil,காலாண்டில்,காலாண்டில்
mattravarkal,மற்றவர்கள்,மற்றவர்கள்
tharunankkalil,மருணண்க்களில்,தருணங்களில்
vaazhvilirukkum,வாழ்விலிருக்கும்,வாழ்விலிருக்கும்
sindhanaiyaalargalathu,சிந்தனையாளர்களது,சிந்தனையாளர்களது
magizhthirumeni,வகிழ்திருமெனி,மகிழ்திருமேணி
pudhuchcheariyai,புதுச்சீரியை,புதுச்சேரியை
ainn,ஹன்ன்,ஆன்
sreerankaththil,ச்ரீரன்கத்தில்,ஸ்ரீரங்கத்தில்
padaiththaan,படைத்தான்,படைத்தான்
pae,பேகே,பை
seithamaiaal,செய்தமையால்,செய்தமையால்
muzhangka,முழங்க,முழங்க
mukamaakavum,வுகமாகவும்,முகமாகவும்
reshii,செஷிய,ரிஷி
thokaiyai,மொகையை,தொகையை
vaakanamaaka,வாகனமாக,வாகனமாக
kondirukku,கொண்டிருக்கு,கொண்டிருக்கு
jay,செய்,ஜெ
randhawa,சந்தாவா,ரன்தவா
maiyamaagak,வையமாகக்,மையமாகக்
kollathavar,கொள்லதவர்,கொள்ளாதவர்
kambalattu,சம்பலட்டு,கம்பளத்து
lozano,சோலானோ,லொசானோ
pagirappatduvidum,ககிரப்பட்டுவிடும்,பகிரப்பட்டுவிடும்
maattikkondaarkalaa,வாட்டிக்கொண்டார்களா,மாட்டிக்கொண்டார்களா
illaathavargal,வல்லாதவர்கள்,இல்லாதவர்கள்
thamilakatthaich,வமிழக்்தைச்,தமிழகத்தைச்
thoalvikku,வோல்விக்கு,தோல்விக்கு
suttukkolgiraal,குட்டுக்கொள்கிறாள்,சுட்டுக்கொள்கிறாள்
nadanthirukkirathu,வடந்திருக்கிறது,நடந்திருக்கிறது
wardha,பரர்தா,வார்தா
kamittiyin,கமிட்டியின்,கமிட்டியின்
machilipatnam,வச்சிலிப்்்மாம்,மசிலிபட்ணம்
suvaroram,சுவரோரம்,சுவரோரம்
ippaathai,வப்பாதை,இப்பாதை
seluththinar,செலுத்தினர்,செலுத்தினர்
samaddar,சமததத்ர்்_______________,சமத்தர்
qwantam,சுவாண்டம்,குவாண்டம்
oththuzhaikkinranar,பத்துழைக்கின்றனர்,ஒத்துழைக்கின்றனர்
naattiyaththil,வாட்டியத்தில்,நாட்டியத்தில்
nandrikal,மன்றிகள்,நன்றிகள்
chaibasa,சைபாசா__________________,சாய்பாசா
taitanium,மைட்டடியமம்,டைட்டானியம்
miami,மியமமி__________________,மியாமி
nuraiyiiral,வுறையிரல்,நுரையீரல்
gulmarg,சுல்மார்க்,குல்மர்க்
seyarpaadugalil,செயற்பாடுகளில்,செயற்பாடுகளில்
srinivaasan,ச்ரீனிவாசன்,ஸ்ரீநிவாசன்
colorado,சோலோரடடோோ_______________,கொலராடோ
tira,மிரா,திற
avaludan,அவலுடன்,அவளுடன்
aerpaduthal,வற்படுதல்,ஏற்படுதல்
kulaiththaalum,குலைத்தாலும்,குலைத்தாலும்
vazhangkappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
asoka,அசோகா,அசோகா
aayvukalaiyum,வய்வுகளையும்,ஆய்வுகளையும்
bayamum,சயமும்,பயமும்
nadaiperaadha,வடைபெறாத,நடைபெறாத
jyothy,சியோத்,ஜ்யோதி
yoore,சூரே,யூரி
irundhaaley,இருந்தாலே,இருந்தாலே
parigaaram,சரிகாரம்,பரிகாரம்
uooraga,கூரக,ஊரக
misra,மிஸ்ரா,மிஸ்ரா
kondirukka,கொண்டிருக்க,கொண்டிருக்க
kalloorigalukku,கல்ளூரிகளுக்கு,கல்லூரிகளுக்கு
piriththa,பிரித்த,பிரித்த
holt,ஹோல்ட்,ஹோல்ட்
kolukattai,கொலுகட்டை,கொழுக்கட்டை
munthi,முந்தி,முந்தி
pottuvittu,பொட்டுவிட்டு,போட்டுவிட்டு
ariviththirundhadhu,வறிவித்திருந்தது,அறிவித்திருந்தது
williams,பில்லியம்்்,வில்லியம்ஸ்
anumathiyai,அனுமதியை,அனுமதியை
kadarkaraiyin,சடற்கரையின்,கடற்கரையின்
thodarbukalaiyum,வொடர்புகளையும்,தொடர்புகளையும்
kondirundhavaraagavum,கொண்டிருந்தவராகவும்,கொண்டிருந்தவராகவும்
koovai,கோவை,கோவை
wasif,பாசிப்,வாஸிஃப்
parbhani,பர்்னனி,பர்பானி
sandhegamillai,சந்தேகமில்லை,சந்தேகமில்லை
sirian,சிரியான்,சிரியன்
sey,செய்,சேய்
appaguthikku,வப்பகுதிக்கு,அப்பகுதிக்கு
kooriulla,சோரிலுள்ள,கூறியுள்ள
boauut,சோு்ட்,பூட்
naadoodi,மாடூடி,நாடோடி
valakku,மலக்கு,வழக்கு
vizhigal,விழிகள்,விழிகள்
pizhaigalai,பிழைகளை,பிழைகளை
nissann,மிஸனன்ன_________________,நிசான்
jonaavai,சோனாவை,ஜோனாவை
yell,செல்ல,எள்
saerththuch,சேர்த்துச்,சேர்த்துச்
kalutai,கலுதை,கழுதை
thoarruvikka,தோர்வுவிக்க,தோற்றுவிக்க
porulaagavum,பொருளாகவும்,பொருளாகவும்
galil,சலில்,களில்
virumbukiraar,விரும்புகிறார்,விரும்புகிறார்
tata,தடட்்,டாடா
thiraippadath,விரைப்படத்,திரைப்படத்
dhadchanaamoorthi,வட்சனாமூர்தி,தட்சிணாமூர்த்தி
aaivuk,வய்வுக்,ஆய்வுக்
pirathaanamaana,பிரதானமான,பிரதானமான
centum,சென்டும்,செண்டம்
puudaan,குடான்,பூடான்
urudhiyaanathum,கருதியானதும்,உறுதியானதும்
seint,செய்ண்ட்,செயிண்ட்
idaodhukkeedu,வடூதுக்கீடு,இடஒதுக்கீடு
neeyae,மீயே,நீயே
paarkkavendum,சார்க்கவேண்டும்,பார்க்கவேண்டும்
ketapodhu,செட்டபோது,கேட்டபோது
andarshon,மண்டர்ஷஷன்,ஆண்டர்சன்
stevenson,ச்டேேென்்னன்____________,ஸ்டீவன்சன்
madison,மாடினன்்,மடிசன்
azhaginai,மழகினை,அழகினை
mills,டில்ல்ஸ்,மில்ஸ்
thevarkalukkaakavum,வேவர்களுக்காகவும்,தேவர்களுக்காகவும்
idaivelikkup,வடைவெளிக்குப்,இடைவெளிக்குப்
himatsingka,சிமத்சிங்க,ஹிமத்சிங்கா
panihati,பாிிததத,பணிஹடி
maanidhar,வானிதர்,மானிதர்
malik,மலிக்,மாலிக்
kerlam,செர்லம்,கெர்லம்
nuzhinththathaal,வுழிந்ததால்,நுழைந்ததால்
purappattaar,புரப்பட்டார்,புறப்பட்டார்
tamilagatthukku,வமிழகத்துக்கு,தமிழகத்துக்கு
sandhaipaduthiyavar,சந்தைபடுதியவர்,சந்தைப்படுத்தியவர்
luudheeana,சூதீீன,லூதியானா
kyuuba,சியுபா,கியூபா
madoro,மாடோரோ,மடோரோ
swaraj,சுவாரஜஜஜ,ஸ்வராஜ்
cameo,சாமமயோ,கேமியோ
kadatthappattirukkum,சடத்தப்பட்டிருக்கும்,கடத்தப்பட்டிருக்கும்
daadaa,தாடா,டாடா
madhirithaan,வதிரிதான்,மாதிரிதான்
suravazhiyil,சுரவழியில்,சூறாவளியில்
tamizhagam,வமிழகம்,தமிழகம்
jaanukku,சானுக்கு,ஜானுக்கு
thamilaiyum,வமிழையும்,தமிழையும்
thuraviyum,வுறவியும்,துறவியும்
bharat,சரத்்்__________________,பரத்
raamayanam,சாமயனமம,ராமாயணம்
seidhuvittu,செய்துவிட்டு,செய்துவிட்டு
alembic,டலலமமபிக்,அளெம்பிக்
padimatthin,சடிமத்தின்,படிமத்தின்
troy,பிரோய்,ட்ராய்
sinthanaiyai,சிந்தனையை,சிந்தனையை
izhanthu,வழந்து,இழந்து
naadukadaththappatta,வாடுகடத்தப்பட்ட,நாடுகடத்தப்பட்ட
niruththivittu,விருத்திவிட்டு,நிறுத்திவிட்டு
noolae,மூலே,நூலே
somerville,சோமேர்வில்லே,சோமர்வில்லே
seyarpaadugalin,செயற்பாடுகளின்,செயற்பாடுகளின்
saranadainthavargalaithan,சரணடைந்தவர்களைதன்,சரணடைந்தவர்களைத்தான்
vairamuttu,வைரமுட்டு,கபிலன்
piramugar,சிரமுகர்,பிரமுகர்
saramaariyaaga,சரமாரியாக,சரமாரியாக
seibavargalae,செய்பவர்களே,செய்பவர்களே
adaithal,அடைதல்,அடைதல்
azhuthu,வழுது,அழுது
choazharkal,சோழர்கள்,சோழர்கள்
paththaandukalaaka,சத்தாண்டுகளாக,பத்தாண்டுகளாக
vaangappothu,வாங்கப்பொது,வாங்கப்போது
laenaa,சேனா,லேனா
pathineazhaam,சதினீழாம்,பதினேழாம்
simon,சிமோன்,சிமன்
oothaa,பதாதா,ஊதா
santham,சந்தம்,சாந்தம்
mutiyavillai,வுடியவில்லை,தாங்க
kokomo,கோகோமோோ_________________,கொகோமோ
masuuthikku,வசுசித்கு,மசூதிக்கு
pireem,சிரீம்,பிரேம்
azhaki,மழகி,அழகி
rupavauhini,சுபவாசினி,ரூபவாஹினி
chozhargal,சொழர்கள்,சோழர்கள்
misionn,மிசியனன்ன_,மிஷன்
pichin,பிச்சின்,பிசின்
wolga,போல்கா,வோல்கா
kozhumbil,கொழும்பில்,கொழும்பில்
uruvaakaththilum,கருவாகத்திலும்,உருவாக்கத்திலும்
nati,மாடிிி__________________,ஜீவ
seivom,செய்வோம்,செய்வோம்
paathai,பாதை,பாதை
mikkathaakavum,விக்கதாகவும்,மிக்கதாகவும்
valaikutaavil,வலைகுடாவில்,வளைகுடாவில்
varikalai,மரிகளை,வரிகளை
nadaiperuvathai,வடைபெறுவதை,நடைபெறுவதை
burnett,சர்்னெட்ட,பர்னெட்
kirubai,சிருபை,கிருபை
manandhaal,வனந்தால்,மணந்தால்
kodooramaaga,கொடூரமாக,கொடூரமாக
kalviyilum,கல்வியிலும்,கல்வியிலும்
koolt,ஹூல்ட்,கோல்ட்
noolaga,மூலக,நூலக
solludan,சொல்லுடன்,சொல்லுடன்
nagaur,மாகர்்,நகௌர்
adakkik,இடக்கிக்,அடக்கிக்
behuria,செஹுரியா,பெஹுரியா
silikon,சிலிக்ன்ன_______________,சிலிக்கான்
kavalnilaiyaththil,கவல்நிலையத்தில்,காவல்நிலையத்தில்
surrullaap,சுர்ருள்ளாப்,சுற்றுலாப்
nigara,மிகர,நிகர
ingram,மங்்ரரம,இங்க்ராம்
amaravati,அமரவதி,அமராவதி
kudaathaa,குடாதா,கூடாதா
tamizhagatthaich,வமிழகத்தைச்,தமிழகத்தைச்
turbau,முர்பா,டர்போ
nizamabad,அிழமாா்,நிசாம்பாத்
poruppetrathu,பொருப்பெற்றது,பொறுப்பேற்றது
paandavarkalum,சாண்டவர்களும்,பாண்டவர்களும்
serwer,செர்வேர,சர்வர்
seythamaiyaal,செய்தமையால்,செய்தமையால்
geets,சீட்ஸ்,கீட்ஸ்
kadidhaththai,கடிதத்தை,கடிதத்தை
gooldan,கோல்டன்,கோல்டன்
makadha,மகத,மகத
kulaththu,குலத்து,குளத்து
ezhumalayaan,கழுமலையன்்,ஏழுமலையான்
padimaththin,சடிமத்தின்,படிமத்தின்
saralamaaka,சரலமாக,சரளமாக
kondirukkiren,கொண்டிருக்கிறேன்,கொண்டிருக்கிறேன்
appadaththil,அப்படத்தில்,அப்படத்தில்
isaikkaruvi,வசைக்கருவி,இசைக்கருவி
thira,மிர,திற
todd,டோட்ட்,டாட்
novi,மோவி,நோவி
keet,சீட்ட___________________,கீட்ஸ்
assiriyaraagap,வசிசிரராகப்,ஆசிரியராகப்
beatti,செட்டி,பீட்டி
thozhumpoothu,வொழும்பூது,தொழும்போது
kalandhukolkiraarkal,சலந்துகொள்கிறார்கள்,கலந்துகொள்கிறார்கள்
puraa,புரா,புறா
kavi,சவிிி,கவி
tharunamaaka,மருணமாக,தருணமாக
veerzhchchikkum,வீர்ழ்ச்சிக்கும்,வீழ்ச்சிக்கும்
kelly,கெல்லி,கெல்லி
tooni,மூனின___________________,டோனி
zunheboto,சுன்போடோட்,ஜுன்ஹிபோடோ
pathikkappatta,பதிக்கப்பட்ட,பதிக்கப்பட்ட
veliyaakkum,வெளியாக்கும்,வெளியாக்கும்
athileye,வதிலேயே,அதிலேயே
greene,சிரீனே,கிரீணீ
perunthootta,பெருந்தூட்ட,பெருந்தோட்ட
aagappvadhumillai,அகப்ப்வதுமில்லை,ஆகப்போவதுமில்லை
aagivida,மகிவிட,ஆகிவிட
terry,மெர்ரி,டெர்ரி
kudiththirukkiraar,குடித்திருக்கிறார்,குடித்திருக்கிறார்
muchuleem,வுச்சுலீம்,முசுலீம்
maheshwar,தாேஷ்வர்,மஹேஷ்வர்
aeriya,மறிய,ஏறிய
seyalpadadha,செயல்படத,செயல்படாத
but,சுட்ட்,பூட்
phoenix,போனிக்க்,ஃபோனிக்ஸ்
aidu,மடுது,அய்டு
poruppartra,பொருப்பர்ற்ற,பொறுப்பற்ற
vaarisugalukkum,வாரிசுகளுக்கும்,வாரிசுகளுக்கும்
baangaak,சாங்காக்,பாங்காக்
